ibge,A170,A171,A172,A173,A174,A175,A176,A177,A178,A179,A180,A181,A182,A183,A184,A185,A186,A187,A188,A189,A190,A191,A192,A193,A194,A195,A196,A197,A198,A199,A200,A201,A202,A203,A204,A205,A206,A207,A208,A209,A210,A211,A212,A213,A214,A215,A216,A217,A218,A219,A220,A221,A222,A223,A224,A740,A740A
241255,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,5001 até 10000,2
241260,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,2007,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
241270,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,2003,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,5001 até 10000,2
241280,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,2002,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,5001 até 10000,2
241290,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2007,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
241300,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,2008,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,5001 até 10000,2
241310,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2002,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,5001 até 10000,2
241320,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2005,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Até 5000,1
241330,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,1998,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,5001 até 10000,2
241335,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Não,Não,5001 até 10000,2
241340,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,1999,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,5001 até 10000,2
241350,Setor subordinado a outra secretaria,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2003,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,5001 até 10000,2
241355,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Até 5000,1
241360,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,2002,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,5001 até 10000,2
241370,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2008,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,5001 até 10000,2
241380,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,2002,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Até 5000,1
241390,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,1999,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,10001 até 20000,3
241400,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,2002,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,10001 até 20000,3
241410,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,2002,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,5001 até 10000,2
241415,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,2002,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,5001 até 10000,2
241420,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,2003,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,10001 até 20000,3
241430,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,1997,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Até 5000,1
241440,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,20001 até 50000,4
241445,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,2005,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Até 5000,1
241450,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,10001 até 20000,3
241460,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2001,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,10001 até 20000,3
241470,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,2003,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,5001 até 10000,2
241475,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,2005,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Até 5000,1
241480,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não aplicável,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,2008,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
241490,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,2002,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Até 5000,1
241500,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Até 5000,1
250010,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2005,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,5001 até 10000,2
250020,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Não,Não,Não,Não,5001 até 10000,2
250030,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não aplicável,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1999,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,20001 até 50000,4
250040,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,2006,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
250050,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Não,Não,Não,Não,10001 até 20000,3
250053,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,2006,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,5001 até 10000,2
250057,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não aplicável,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Até 5000,1
250060,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,1977,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,10001 até 20000,3
250070,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
250073,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,2000,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Até 5000,1
250077,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,2006,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,5001 até 10000,2
250080,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2007,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,10001 até 20000,3
250090,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não aplicável,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não,Não,Sim,Sim,Não,Não,10001 até 20000,3
250100,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,2007,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,20001 até 50000,4
250110,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,"Não faz parte do plano, mas integra o currículo da rede municipal",Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,20001 até 50000,4
250115,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2007,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Até 5000,1
250120,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Não,Sim,Sim,Não,5001 até 10000,2
250130,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2003,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
250135,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não aplicável,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,2007,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Até 5000,1
250140,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2003,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,5001 até 10000,2
250150,Secretaria exclusiva,Não,Vinculado ao sistema estadual,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não aplicável,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,20001 até 50000,4
250153,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Até 5000,1
250157,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não aplicável,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,5001 até 10000,2
250160,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
250170,Secretaria em conjunto com outra política,Sim,Não aplicável,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não aplicável,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2002,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,5001 até 10000,2
250180,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não aplicável,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,2006,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,50001 até 100000,5
250190,Secretaria exclusiva,Sim,Não aplicável,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não aplicável,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,2002,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,10001 até 20000,3
250200,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,5001 até 10000,2
250205,Secretaria em conjunto com outra política,Não,Vinculado ao sistema estadual,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,2004,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Até 5000,1
